,Created At,User,Tweet,Location,Tickers,Created_Date
60,2022-07-06 23:59:58,rafaelstephenl,RT @100trillionUSD: #bitcoin a great hedge against central bank stupidity https://t.co/ELyM70FeeP,"ÜT: 1.320025,103.847075",#Coindesk,2022-07-06
61,2022-07-06 23:59:57,heyinvisible,"RT @ScottLEOWarrior: @CashApp I will send one random follower who retweets this $100 in #bitcoin also.

Will draw winner in 24hrs!

Goodluc…",,#Coindesk,2022-07-06
62,2022-07-06 23:59:56,CryptoWatchBot,"#Investing 85.4% in this optimal #crypto portfolio and 14.6% #cash in the past 24 hours would have given you a 4.5% return rather than #Bitcoin's 1.8%, for the same level of #risk https://t.co/hme04GU5PX","New York, NY",#Coindesk,2022-07-06
63,2022-07-06 23:59:55,DiazZequiel,RT @DocumentingBTC: How would you explain #bitcoin in one tweet?,"Clarksville, TN",#Coindesk,2022-07-06
64,2022-07-06 23:59:52,Azcrypt0,RT @Pouching973: @ScareCROcoin  🟢6% …probably nothing.  Wait and see … 🚀 #cro #crofam #mmf #cryptocurrency #NFTs #btc #Bitcoin to the moon…,Mtl,#Coindesk,2022-07-06
65,2022-07-06 23:59:51,HMitke,RT @saylor: “Bitcoin is a monetary instrument that is not issued by a counter-party. Let’s go back to the ethos of Satoshi Nakamoto.” - @Ca…,,#Coindesk,2022-07-06
66,2022-07-06 23:59:50,stillbtc,RT @aiproenergy: Immersion fluid is more efficiently distributes heat over convection surface area of 2 radiators. Each radiator inside of…,Thinking Green,#Coindesk,2022-07-06
67,2022-07-06 23:59:48,hann_marie22,"RT @MartiniGuyYT: If #Bitcoin doesn’t hit $26,500 in July i will give away $1,000 to one lucky follower

To Enter:
- Retweet ♻️
- Like 👍 
-…",507 proofs,#Coindesk,2022-07-06
68,2022-07-06 23:59:46,daleperozzo,RT @TheCryptoLark: How Investing In Crypto Actually Works 🤪 #bitcoin #crypto https://t.co/SJU7lPrGW3,Earth,#Coindesk,2022-07-06
69,2022-07-06 23:59:45,nftaddie,"RT @cz_binance: Banks now use #bitcoin for reserves. Probably nothing.

» Bank for International Settlements to allow banks to keep 1% of r…",Salt Lake City ,#Coindesk,2022-07-06
70,2022-06-30 23:59:44,letsrockinroll3,"#ufc276 #Pressconference 

Will go down in history. One of the best ever . 😂 #SeanStrickland 😂 #Gold 🤣🤣 #ufc #mma https://t.co/fAHIbX9cKM",Dublin/Tipperary Ireland☘️🇮🇪,#Coindesk,2022-06-30
71,2022-06-30 23:58:58,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-06-30
72,2022-06-30 23:58:18,DeadForge42,"Nordic gold is made! The silver stuff at the top is the first attempt and the bottom is the second attempt!

#gold #nordicgold #nordic #smelting #fire #metal #molten https://t.co/a5iB9WMWGf",,#Coindesk,2022-06-30
73,2022-06-30 23:57:57,TrapMonkie,"Someone just #minted this #NFT on https://t.co/nqhcWutUNi 👀🔥🐒™️ 

#Eth #NFTs #Art #oneofone #Eth #Crypto #Ethereum #Gold #Quality https://t.co/cY5fdVhsiY",ᴄᴏɴᴄʀᴇᴛᴇ ᴊᴜɴɢʟᴇ,#Coindesk,2022-06-30
74,2022-06-30 23:57:36,bridemoonbh,"BLUE PAINT one of our favorite #nft ..got several #gold and #silver awards 

Photograph by late photographer Sakeena Khamis..  The photo converted to #nft art edition using original portrait.

The #photo taken in #Iran in #Kang #village

#NFTCommunity
#Nfts #NFTartist #nftfamily https://t.co/wgGgDz8fgr",,#Coindesk,2022-06-30
75,2022-06-30 23:57:13,ebusead99,"RT @profit8lue: #Gold is eventually going to $1200 again, I don't care what anyone tells you.
This massive double top reversal pattern was…",,#Coindesk,2022-06-30
76,2022-06-30 23:56:12,asadcmka,#GOLD @ $ 1807 - Try to pick top &amp; sell around $ 1808-10.Should hold below $ 1815. Expecting test &amp; possibly break of $ 1800 levels.,,#Coindesk,2022-06-30
77,2022-06-30 23:56:11,zoonpolitikonz,President Biden Bans Russian #gold  (Will This Raise Prices?) https://t.co/s3KlQA9ZBW via @YouTube,,#Coindesk,2022-06-30
78,2022-06-30 23:55:36,Nerdpreferred1,"RT @WallStreetSilv: Miners are in full capitulation. I am buying private placements with warrants right now.

As Rick Rule says, ""buy them…",,#Coindesk,2022-06-30
79,2022-06-30 23:55:33,DaveProspector,RT @DaveProspector: $PSL.AX I would say a good news imminent.#gold #Lithium #pilbara,,#Coindesk,2022-06-30
80,2022-07-01 23:59:31,LarsonMykel,"#SurveillanceCapitalism is a virus that turns society into #zombies. The #FB 's in this decrepit ecosystem have embraced destruction, sitting on their piles of #gold like #Smaug. Time to #contain it or force it to #change.
@LloydWatts60",91786,#Coindesk,2022-07-01
81,2022-07-01 23:59:06,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-07-01
82,2022-07-01 23:57:31,democrat_good,"RT @badcharts1: Did you know #silver never failed to do a new all-time high after #gold does one?

Currently the 2nd longest drought ever w…",,#Coindesk,2022-07-01
83,2022-07-01 23:56:12,GermanyKrins,"RT @VLRTRW: @HannesZipfel #Euro #USDollar #Endgame #GreatReset 
#Debtrelease through #Gold and #Silver 

https://t.co/CDvsSmG6zX",,#Coindesk,2022-07-01
84,2022-07-01 23:55:58,GermanyKrins,"RT @VLRTRW: @PeterBorbe #Euro #USDollar #Endgame #GreatReset 
#Debtrelease through #Gold and #Silver 

https://t.co/CDvsSmG6zX",,#Coindesk,2022-07-01
85,2022-07-01 23:55:21,GermanyKrins,"RT @VLRTRW: @mikepompeo #Euro #USDollar #Endgame #GreatReset 
#Debtrelease through #Gold and #Silver 

https://t.co/CDvsSmG6zX",,#Coindesk,2022-07-01
86,2022-07-01 23:54:18,badcharts1,"Many charts showcasing the next bull era in precious metals will start in 2022-23.

Many charts showcasing the next bull era in precious metals will last 10 years, ending in early 2030's.

Do you see the proposition's skewed reward vs risk in your favor?

#silver #gold #inflation","Québec, Canada",#Coindesk,2022-07-01
87,2022-07-01 23:54:09,democrat_good,"RT @mikesay98: Today's Comex #gold data.
- Gold continued withdrawals today, now totaling ~3.45 million ounces since May 6.
- Open Interest…",,#Coindesk,2022-07-01
88,2022-07-01 23:53:45,doit31427837,"RT @GlobalProTrader: We haven't broken any resistance of note on the upside in #Gold, #Silver, $GDX, or $SILJ. So too early to get excited…",,#Coindesk,2022-07-01
89,2022-07-01 23:51:30,BhangraBot,"RT @SunriseGoldUK: TripDownMemoryLane now playing on #sunriseradiogold
#sunriseradio #gold #bollywood #bhangra #classichits #sunriseradiouk…",,#Coindesk,2022-07-01
90,2022-07-02 23:59:20,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-07-02
91,2022-07-02 23:59:13,beck_johnston,RT @ausgoldindustry: GRAND FINAL | This is it! We’re pumped to cheer on @WestCoastFever in the @SuperNetball big dance tonight as they batt…,"Perth, Western Australia",#Coindesk,2022-07-02
92,2022-07-02 23:58:58,HiTicketBullion,"It would be nice to hear Donald Trump talk about #gold and #silver and why Americans should have it to protect themselves from out of control government…

#goldismoney #silverismoney","Oro Valley, AZ",#Coindesk,2022-07-02
93,2022-07-02 23:56:52,thespaceballs1,"@ArcadiaEconomic Their amount of hypocrisy is quite something to reckon, and that to avoid panic, they are willing to not give real good advices to people in order to make it through more easily #silver #gold",,#Coindesk,2022-07-02
94,2022-07-02 23:56:04,valuewalk,Stagflation With Powell Could Make Gold Happy https://t.co/8GqhZxac8g #Gold #NYMARKETGDX,New York,#Coindesk,2022-07-02
95,2022-07-02 23:54:14,TheindIznere,"When #currency is debased and people lose faith in it the currency price of #gold rises
For example, look at #Yen priced in gold
Gold isn't dead it's just stagnant in US dollar terms
The dollar hegemony is being tested 
Gold cannot rise because it compromises the dollar's status",,#Coindesk,2022-07-02
96,2022-07-02 23:53:48,PeterNBell,"RT @911MININGCO: Massive sulphides from the camp zone. Lucky #7 Property, Nitinat BC
$KLM #kermoderesources #BCprospecting #galena #sphaler…","Victoria, British Columbia",#Coindesk,2022-07-02
97,2022-07-02 23:53:35,StonedRancher,RT @coinchaserCRO: Ima addicted to #gold 🐊 just picked this up on the secondary market @EbisusBay  🔥💎🔥 @CrogeCoin  @Santi_NFT https://t.co/…,Canada,#Coindesk,2022-07-02
98,2022-07-02 23:53:01,haqsmusings,"Foreign #investors flee #India, putting pressure on #Indian #currency. #Modi government raises #import taxes on #gold to preserve #forex reserves, support #INR, amid rising #inflation and twin current account and fiscal deficits. #BJP #Hindutva #economy 
https://t.co/Nub4HF2Ddg","Silicon Valley, CA",#Coindesk,2022-07-02
99,2022-07-02 23:52:00,DevilHorseCSA,RT @PublishedReport: STEPHEN LEEB: Russia Winning Decisively In Ukraine And It Is Impacting The World @PublishedReport https://t.co/GiOKKim…,,#Coindesk,2022-07-02
100,2022-07-03 23:59:49,tanmaygore_03,"RT @Mohii67: @MoodyOwlNFT Trade #Crypto, #Commodities and #Forex all in one place! 

Generate your AFFILIATE QR code for 20% profit share t…","Rowland, NC 🇺🇸🇺🇸🇺🇸",#Coindesk,2022-07-03
101,2022-07-03 23:59:29,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-07-03
102,2022-07-03 23:58:56,stocks_online,"RT @SmallCapsASX: Kalamazoo Resources (#ASX: $KZR) expands Victoria #gold portfolio, snaps up Mt Piper project
https://t.co/yi9VhtutCI $COD…","Melbourne, Victoria",#Coindesk,2022-07-03
103,2022-07-03 23:58:46,cap_raise,"RT @SmallCapsASX: Kalamazoo Resources (#ASX: $KZR) expands Victoria #gold portfolio, snaps up Mt Piper project
https://t.co/yi9VhtutCI $COD…","Melbourne, Victoria",#Coindesk,2022-07-03
104,2022-07-03 23:58:30,SmallCapsASX,"Kalamazoo Resources (#ASX: $KZR) expands Victoria #gold portfolio, snaps up Mt Piper project
https://t.co/yi9VhtutCI $COD @KalamazooRes @CodaMinerals",Australia,#Coindesk,2022-07-03
105,2022-07-03 23:57:18,Victori99918908,RT @MaximilianLex4: I feel very small learning about the immense power of creation and destruction of capitalism. It is something impressiv…,,#Coindesk,2022-07-03
106,2022-07-03 23:56:03,futbolislif222,"RT @AabbToken: Remember AABBG has these outstanding features that makes it stand out;
👉 It is backed by 100% gold
👉 It has a physical Gold…",,#Coindesk,2022-07-03
107,2022-07-03 23:55:32,facuundo03,RT @rick_decard: $XAU $GC #oro #gold weekly https://t.co/HLk4jbI4gP,Argentina,#Coindesk,2022-07-03
108,2022-07-03 23:55:25,davidmoadel,Why Gold &amp; Silver Are Falling -- Great Time to Buy (check the charts) https://t.co/6Oos00lToA #gold #silver $SLV $GLD $GDX $GDXJ $SPY $QQQ $DIA $DJIA #stockmarket #investing #finance #stocks $AAPL $TSLA $AMZN $INTC $NFLX $AMC $NIO $GME #commodities #inflation #recession,USA,#Coindesk,2022-07-03
109,2022-07-03 23:53:34,JoslsantanaLpe1,RT @Ole_S_Hansen: COT on #commodities covering the week to June 28 saw speculators respond to a cont. loss of momentum driven by recession/…,,#Coindesk,2022-07-03
110,2022-07-04 23:59:54,ausbiztv,"From 10am: We kick off the open with Mitchell Stone from Invest With Mitch talking three hot commodities; #Oil, #Gold and #lithium🔥 Plus trading predications and early movers. #ausbiz  

Catch all of todays interview at https://t.co/gllBj1XvHa https://t.co/OhB5YaWllc",Barangaroo,#Coindesk,2022-07-04
111,2022-07-04 23:59:49,aiziyou_21,"RT @HAGnews2: #CCP is stepping up its efforts in plundering wealth overseas for the purpose of further purchasing #gold, however it is not…",,#Coindesk,2022-07-04
112,2022-07-04 23:59:38,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-07-04
113,2022-07-04 23:58:53,NFL_FantasyNews,"RT @StockShaman: #gold is formed by the collision of two Neutron Stars. Someone named Satoshi, who has never been found, invented #BTC. How…",NYC/London/Berlin/Sydney ,#Coindesk,2022-07-04
114,2022-07-04 23:57:02,LarbiBenbouhali,"Save the #global #financial system: 
1. #Peg your Currency to your #gold reserves.
2.Receive payment of your Export in Gold or Silver.
3.Fix currency movement band to +/- 5%. 

It’s Too Late To Save The Financial System And Full-Blown Panic Is Coming  https://t.co/1Gzz0f4oif","Sydney, New South Wales",#Coindesk,2022-07-04
115,2022-07-04 23:56:48,SalvadorMaurice,"$MTH

EXPANSIVE DEEP DRILLING SUCCESS AT EL REFUGIO, MEXICO

Excellent soil sampling results received, developing the La Constancia target area 3km east
of El Refugio

Scoping first stage development options for this attractive high-grade #Gold-#Silver resource 👇👇👊 https://t.co/DcSYxBLAOL",Bali Indonesia ,#Coindesk,2022-07-04
116,2022-07-04 23:56:28,AamirTI322,"RT @TimeIsGoldClub: Time is gold club starts, here we go!! 👑🥂🚀

#gold #club #nftcommunity #timeisgoldclub https://t.co/Ouu1gzh73E",Pakistan Punjab Multan,#Coindesk,2022-07-04
117,2022-07-04 23:55:48,TrollColors,"TrollEvents $AYI come from US$ and #Gold based Trolling Nets. Assumptions: Stocks etc with Trend Changes more interesting then those without, Gold a good common denominator value; Pricing in same interesting, times Telling. https://t.co/yxUslvsw8I","Central Coast CA, USA",#Coindesk,2022-07-04
118,2022-07-04 23:55:11,TrollColors,"TrollEvent: TrendilatorA Bottom &lt;-2, ; From $AYI, Acuity ⌘ NYSE:AYI. US$ TrollView Left, #Gold TrollView Right. View TrollSet: https://t.co/4FxPXgvFJy https://t.co/zyb4U7ZiWQ","Central Coast CA, USA",#Coindesk,2022-07-04
119,2022-07-04 23:55:09,jambudii,How to buy or sell gold in usa ? #Gold #USA,"Austin, TX",#Coindesk,2022-07-04
120,2022-07-05 23:59:26,GoldPriceEUR5,"The spot #gold price from @BullionVault has gone up through €1,725/toz to €1,725.28/toz. #goldprice chart: https://t.co/lBHnZ5qTxK. Sign-up and get free email alerts when the spot price hits your chosen values: https://t.co/fzwCxMpxBP.",,#Coindesk,2022-07-05
121,2022-07-05 23:59:25,Nawapon36715211,RT @GoldTelegraph_: Zimbabwe's central bank says it will start selling gold coins this month as inflation begins to spiral out of control.…,"Bangkok, Thailand",#Coindesk,2022-07-05
122,2022-07-05 23:59:01,timeiscrypto423,"https://t.co/WcHaR4w8vf
#GOLD #W8T FOR IT Peter Schiff",,#Coindesk,2022-07-05
123,2022-07-05 23:58:54,boylerpf,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry,Midwest,#Coindesk,2022-07-05
124,2022-07-05 23:58:49,DznBkr,This is a nice change in pace for the ASX #gold sector as most investors would be happy if their miners didn't blow themselves up this year. https://t.co/zi3kMS6vKj,,#Coindesk,2022-07-05
125,2022-07-05 23:58:47,Quatemoc1975,"RT @Patrick_Lowry_: Just because you can't use #Bitcoin directly to pay at your local shop doesn't mean it doesn't have value. 

I don't re…",USA,#Coindesk,2022-07-05
