,Created At,User,Tweet,Location,Tickers,Created_Date
23,2022-07-02 23:59:49,algo_elite,"Check out https://t.co/ao2wn6SYo8 to get
these indicators
#trading #forex #bitcoin #forextrader
#investing #cryptocurrency #money
5
#trader #invest #investment #crypto
#forextrading #btc #entrepreneur
#t jockchain *pusiness * cryptorrading PRICE,3
#binaryoptions #success  #fyp https://t.co/Ndhmyf0sOX",,#bitcoin,2022-07-02
24,2022-07-02 23:59:48,ells_bester,RT @rovercrc: Long term you can't be bearish on #Bitcoin!,"Jakarta Capital Region, Indone",#bitcoin,2022-07-02
25,2022-07-02 23:59:41,PJ_does_CryptO,"RT @profit8lue: Here's what's missing on the charts.😉
#bitcoin https://t.co/hMaH0Lobkv","California, USA",#bitcoin,2022-07-02
26,2022-07-02 23:59:40,Sitting_On_Sats,"RT @DocumentingBTC: The 2nd largest electric power company in the U.S., Duke Energy, is studying the benefits of #bitcoin mining and how to…","Salt Lake City, UT",#bitcoin,2022-07-02
27,2022-07-02 23:59:37,JamesKacev,RT @RichardHeartWin: Lol @saylor. Loser. #Bitcoin https://t.co/ixeEXlvf6W,Australia,#bitcoin,2022-07-02
28,2022-07-02 23:59:37,IceMCrypto,"RT @Dennis_Porter_: BREAKING: Duke Energy, the 2nd largest utility in the USA, is studying #Bitcoin mining.","Arizona, USA",#bitcoin,2022-07-02
29,2022-07-02 23:59:37,Junod81170988,RT @AurelienOhayon: #BITCOIN IS READY FOR A MASSIVE BULL RUN. https://t.co/KJ4lscLIOV,,#bitcoin,2022-07-02
30,2022-07-03 23:59:58,ger313,"RT @TheBTCAdventure: #Bitcoin mining will destroy the planet! Or will it? 

An informative and thought provoking talk by @JasonADeane https…","Oregon, USA",#bitcoin,2022-07-03
31,2022-07-03 23:59:56,KhakiTrader,@HodlMagoo @APompliano @PeterSchiff yeah but #bitcoin sweatshop sneakers do,,#bitcoin,2022-07-03
32,2022-07-03 23:59:54,CatchtheWaveCr1,RT @RichardHeartWin: #FraudFi can die. #Celsius #BlockFi #3AC #Voyager #Nexo and all the other trash you guys send your #Bitcoin to....,,#bitcoin,2022-07-03
33,2022-07-03 23:59:54,0xETHwin,RT @gokhshteinmedia: Voyager tweeted out earlier today that their doing everything possible to make sure that their exchange is around for…,"Martapura, Indonesia",#bitcoin,2022-07-03
34,2022-07-03 23:59:53,c9t_c9t,"RT @BTC_Archive: We just HODL 😎 
#Bitcoin  https://t.co/Nmw2h6K3y3",Australia,#bitcoin,2022-07-03
35,2022-07-03 23:59:52,LivePriceCrypto,"#Bitcoin Last Price $19318 #BTC 🚀
Daily Indicators:
•Variation since 00h00(UTC): +0.33%
•MACD:
 -MACD Line: -1981
 -Signal Line: -2172

#Ethereum Last Price $1075 #ETH
•Variation: +0.73%
•MACD:
 -MACD Line: -143
 -Signal Line: -166

#Crypto #Web3
(2/3)
143302",,#bitcoin,2022-07-03
36,2022-07-03 23:59:50,Jay_man002,RT @RichardHeartWin: I'm basking in glory while other founders have gone into hiding. #Celsius #Luna #Blockfi @zhusu @stablekwon   #Bitcoin…,,#bitcoin,2022-07-03
37,2022-07-03 23:59:50,l_oui,@PeterSchiff #Bitcoin fixes this,,#bitcoin,2022-07-03
38,2022-07-03 23:59:48,NPiano101,RT @BitcoinMagazine: ⚠️ Only 2 million #Bitcoin left to be mined ⚠️ https://t.co/h1Vcv7Uibz,United States,#bitcoin,2022-07-03
39,2022-07-03 23:59:48,FungiblePlanets,"VICTIMS OF LUNA ARE CREATING A CLUNA NFT COLLECTION

https://t.co/z5pmh96f0w

#BITCOIN #BSCGEM #BTC #LUNA #CLUNA #ETH #BNB #MOONSHOT #100X #CRYPTO #1000X #ALTCOINS #CLUNATICS",Metaverse,#bitcoin,2022-07-03
40,2022-07-04 23:59:59,luengo1958,RT @mcshane_writes: 2050: Only small planets use #Bitcoin https://t.co/2i0GeqLXho,Santiago de Chile 🇨🇱,#bitcoin,2022-07-04
41,2022-07-04 23:59:59,btc_price_,"$BTC PRICE : $20209
 Change 24h : +4.76 % 📈 #bitcoin #BTC",Blockchain,#bitcoin,2022-07-04
42,2022-07-04 23:59:56,Fred_CryptoCold,@cate_long @PeterSchiff #Bitcoin fixes this.,"Montréal, Québec",#bitcoin,2022-07-04
43,2022-07-04 23:59:55,MNblockchain,"""The Country Treasury will have a dedicated Bitcoin reserve""

👀

See what's going on across the Atlantic? 

No, not Europe. 

Africa! 

#Sango #Bitcoin #sangocoin https://t.co/mtJtEt31vS","Minneapolis, MN",#bitcoin,2022-07-04
44,2022-07-04 23:59:53,smolredting,RT @WatcherGuru: JUST IN: Celsius Network has paid off another $50 million towards its #Bitcoin loan. Their liquidation price has dropped t…,Not Financial Advice,#bitcoin,2022-07-04
45,2022-07-04 23:59:52,sentinel727,@brian_trollz Fkd around and found out didn’t ya? They REALLY haven’t been listening and so they REALLY don’t know shit about #Bitcoin! Who says you can’t count on family? Come on tell it! Who said “Crypto”???,"St Petersburg, FL",#bitcoin,2022-07-04
46,2022-07-04 23:59:50,BrendanNixon10,"RT @BTC_Archive: 💥TURKEY: Inflation soars to ~78% in June! 😳 

#Bitcoin",Jersey Shore,#bitcoin,2022-07-04
47,2022-07-04 23:59:49,felixcepeda8,RT @TheRealPlanC: BIG NEWS 🗞️ #Celsius has paid off another $64 million towards its #Bitcoin loan. Their liquidation price has dropped to $…,"Plattsburgh, NY",#bitcoin,2022-07-04
48,2022-07-04 23:59:49,DRGinovili2017,"RT @BitcoinMagazine: Banks will close your accounts when they disagree with you.

#Bitcoin fixes this.", El Salvador,#bitcoin,2022-07-04
49,2022-07-04 23:59:47,Crypto_Cooper91,RT @TheRealPlanC: BIG NEWS 🗞️ #Celsius has paid off another $64 million towards its #Bitcoin loan. Their liquidation price has dropped to $…,,#bitcoin,2022-07-04
50,2022-07-05 23:59:59,FaithBalainn,RT @BTC_Archive: HODL #Bitcoin when everybody else panics… 😎 https://t.co/31xCkiQEza,🇺🇸🇷🇴,#bitcoin,2022-07-05
51,2022-07-05 23:59:58,IAmBitcoinBot,Current #Bitcoin Price is $20190 #BTC #Crypto,server,#bitcoin,2022-07-05
52,2022-07-05 23:59:57,HY9531,"RT @vince_wtf: 🔥Volcanodes Giveaway🔥

🚀 $200 Node + 3WL 

To Enter:

✅Like + Retweet 
✅Follow @volcanodes + @vince_wtf
✅Tag 3 Friends 

End…",Korea,#bitcoin,2022-07-05
53,2022-07-05 23:59:57,zeldaray3,RT @TheRealPlanC: BIG NEWS 🗞️ #Celsius has paid off another $40.8 million towards its #Bitcoin loan. Their liquidation price has dropped to…,United States,#bitcoin,2022-07-05
54,2022-07-05 23:59:56,DailyCrypto_t,"Bitcoin Trading Volume Sinks More than $2 Trillion in Second Quarter
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/HQ7MPDJzO0 https://t.co/Am0ciKQ1DA",,#bitcoin,2022-07-05
55,2022-07-05 23:59:55,Wypychacz1,"RT @ashwsbreal: I will buy Lamborghini for 1 follower when #Bitcoin hits $1,000,000 Just like and retweet this",,#bitcoin,2022-07-05
56,2022-07-05 23:59:54,ConoCripto,@PeterSchiff Do you know the word #Bitcoin ? Read the whitepaper. You're gonna love it :),Argentina,#bitcoin,2022-07-05
57,2022-07-05 23:59:54,lindolfogdneto,RT @AurelienOhayon: #BITCOIN IS READY FOR A MASSIVE BULL RUN. https://t.co/cwegwsSwaO,,#bitcoin,2022-07-05
58,2022-07-05 23:59:51,btc_only_store,RT @HardBlockBTC: Citibank (a global bank managing US$27 trillion for over 200 million customers in 160 countries) has hired Swiss custody…,Australia,#bitcoin,2022-07-05
59,2022-07-05 23:59:50,Joyce10xc4,"RT @binance: #Bitcoin trading fees are too high tbh

Like this tweet if you agree",,#bitcoin,2022-07-05
60,2022-07-06 23:59:58,rafaelstephenl,RT @100trillionUSD: #bitcoin a great hedge against central bank stupidity https://t.co/ELyM70FeeP,"ÜT: 1.320025,103.847075",#bitcoin,2022-07-06
61,2022-07-06 23:59:57,heyinvisible,"RT @ScottLEOWarrior: @CashApp I will send one random follower who retweets this $100 in #bitcoin also.

Will draw winner in 24hrs!

Goodluc…",,#bitcoin,2022-07-06
62,2022-07-06 23:59:56,CryptoWatchBot,"#Investing 85.4% in this optimal #crypto portfolio and 14.6% #cash in the past 24 hours would have given you a 4.5% return rather than #Bitcoin's 1.8%, for the same level of #risk https://t.co/hme04GU5PX","New York, NY",#bitcoin,2022-07-06
63,2022-07-06 23:59:55,DiazZequiel,RT @DocumentingBTC: How would you explain #bitcoin in one tweet?,"Clarksville, TN",#bitcoin,2022-07-06
64,2022-07-06 23:59:52,Azcrypt0,RT @Pouching973: @ScareCROcoin  🟢6% …probably nothing.  Wait and see … 🚀 #cro #crofam #mmf #cryptocurrency #NFTs #btc #Bitcoin to the moon…,Mtl,#bitcoin,2022-07-06
65,2022-07-06 23:59:51,HMitke,RT @saylor: “Bitcoin is a monetary instrument that is not issued by a counter-party. Let’s go back to the ethos of Satoshi Nakamoto.” - @Ca…,,#bitcoin,2022-07-06
66,2022-07-06 23:59:50,stillbtc,RT @aiproenergy: Immersion fluid is more efficiently distributes heat over convection surface area of 2 radiators. Each radiator inside of…,Thinking Green,#bitcoin,2022-07-06
67,2022-07-06 23:59:48,hann_marie22,"RT @MartiniGuyYT: If #Bitcoin doesn’t hit $26,500 in July i will give away $1,000 to one lucky follower

To Enter:
- Retweet ♻️
- Like 👍 
-…",507 proofs,#bitcoin,2022-07-06
68,2022-07-06 23:59:46,daleperozzo,RT @TheCryptoLark: How Investing In Crypto Actually Works 🤪 #bitcoin #crypto https://t.co/SJU7lPrGW3,Earth,#bitcoin,2022-07-06
69,2022-07-06 23:59:45,nftaddie,"RT @cz_binance: Banks now use #bitcoin for reserves. Probably nothing.

» Bank for International Settlements to allow banks to keep 1% of r…",Salt Lake City ,#bitcoin,2022-07-06
